session_id,user_id,evse_id,start_ts,end_ts,session_type,energy_kwh,import_kwh,export_kwh,net_kwh,tariff_model
research_20260521_1000-0055,user-007,EVSE-019,2026-05-21T09:06:37.024158Z,2026-05-21T09:36:37.024158Z,charge_only,5.95,5.95,0.0,5.95,TOU
research_20260521_1000-0056,user-008,EVSE-037,2026-05-21T01:17:51.641142Z,2026-05-21T02:32:51.641142Z,charge_only,13.517,13.517,0.0,13.517,TOU
research_20260521_1000-0057,user-001,EVSE-029,2026-05-21T02:07:42.695199Z,2026-05-21T03:07:42.695199Z,charge_only,11.307,11.307,0.0,11.307,TOU
research_20260521_1000-0058,user-003,EVSE-031,2026-05-21T21:49:12.476336Z,2026-05-21T22:29:12.476336Z,charge_only,6.836,6.836,0.0,6.836,TOU
research_20260521_1000-0059,user-006,EVSE-007,2026-05-21T04:40:54.308665Z,2026-05-21T05:40:54.308665Z,bidirectional,4.861,6.0,1.139,4.861,TOU
research_20260521_1000-0060,user-010,EVSE-035,2026-05-21T02:45:42.109373Z,2026-05-21T04:00:42.109373Z,charge_only,14.471,14.471,0.0,14.471,TOU
research_20260521_1000-0061,user-003,EVSE-029,2026-05-21T02:44:00.249071Z,2026-05-21T03:04:00.249071Z,charge_only,3.552,3.552,0.0,3.552,TOU
research_20260521_1000-0062,user-002,EVSE-041,2026-05-21T00:26:27.845137Z,2026-05-21T01:06:27.845137Z,charge_only,15.176,15.176,0.0,15.176,TOU
research_20260521_1000-0063,user-006,EVSE-018,2026-05-21T18:08:15.647285Z,2026-05-21T18:38:15.647285Z,bidirectional,0.8,5.908,5.108,0.8,TOU
research_20260521_1000-0064,user-003,EVSE-004,2026-05-21T11:01:05.384527Z,2026-05-21T11:31:05.384527Z,charge_only,3.485,3.485,0.0,3.485,TOU
research_20260521_1000-0065,user-002,EVSE-026,2026-05-21T06:05:14.520237Z,2026-05-21T07:05:14.520237Z,charge_only,10.897,10.897,0.0,10.897,TOU
research_20260521_1000-0066,user-008,EVSE-021,2026-05-21T22:13:10.402158Z,2026-05-21T22:33:10.402158Z,charge_only,3.725,3.725,0.0,3.725,TOU
research_20260521_1000-0067,user-005,EVSE-031,2026-05-21T13:05:38.987921Z,2026-05-21T14:20:38.987921Z,bidirectional,9.82,11.552,1.732,9.82,TOU
research_20260521_1000-0068,user-002,EVSE-047,2026-05-21T13:37:05.868797Z,2026-05-21T14:17:05.868797Z,charge_only,4.603,4.603,0.0,4.603,TOU
research_20260521_1000-0069,user-005,EVSE-018,2026-05-21T15:32:37.769556Z,2026-05-21T16:47:37.769556Z,bidirectional,-2.465,11.969,14.434,-2.465,TOU
research_20260521_1000-0070,user-006,EVSE-027,2026-05-21T15:33:31.576448Z,2026-05-21T16:03:31.576448Z,charge_only,3.557,3.557,0.0,3.557,TOU
research_20260521_1000-0071,user-005,EVSE-043,2026-05-21T06:39:54.108387Z,2026-05-21T07:54:54.108387Z,bidirectional,22.619,24.665,2.046,22.619,TOU
research_20260521_1000-0072,user-010,EVSE-009,2026-05-21T22:40:06.838784Z,2026-05-21T23:10:06.838784Z,charge_only,5.3,5.3,0.0,5.3,TOU
research_20260521_1000-0073,user-009,EVSE-019,2026-05-21T10:34:26.283753Z,2026-05-21T11:14:26.283753Z,discharge_only,-4.727,0.0,4.727,-4.727,TOU
research_20260521_1000-0074,user-006,EVSE-047,2026-05-21T19:51:30.157198Z,2026-05-21T21:06:30.157198Z,charge_only,13.979,13.979,0.0,13.979,TOU
research_20260521_1000-0075,user-003,EVSE-049,2026-05-21T18:18:46.371451Z,2026-05-21T18:48:46.371451Z,bidirectional,0.23,2.808,2.578,0.23,TOU
research_20260521_1000-0076,user-010,EVSE-006,2026-05-21T08:33:05.505830Z,2026-05-21T09:48:05.505830Z,charge_only,14.524,14.524,0.0,14.524,TOU
research_20260521_1000-0077,user-008,EVSE-004,2026-05-21T10:03:19.539200Z,2026-05-21T10:23:19.539200Z,charge_only,3.436,3.436,0.0,3.436,TOU
research_20260521_1000-0078,user-006,EVSE-040,2026-05-21T00:24:21.885794Z,2026-05-21T00:44:21.885794Z,charge_only,7.893,7.893,0.0,7.893,TOU
research_20260521_1000-0079,user-005,EVSE-039,2026-05-21T14:41:07.209257Z,2026-05-21T15:21:07.209257Z,charge_only,14.074,14.074,0.0,14.074,TOU
research_20260521_1000-0080,user-010,EVSE-043,2026-05-21T08:03:23.914041Z,2026-05-21T08:43:23.914041Z,charge_only,6.849,6.849,0.0,6.849,TOU
research_20260521_1000-0081,user-009,EVSE-034,2026-05-21T21:44:25.663818Z,2026-05-21T22:44:25.663818Z,discharge_only,-22.208,0.0,22.208,-22.208,TOU
research_20260521_1000-0082,user-010,EVSE-031,2026-05-21T20:50:17.362820Z,2026-05-21T21:50:17.362820Z,bidirectional,0.04,3.485,3.445,0.04,TOU
research_20260521_1000-0083,user-010,EVSE-008,2026-05-21T00:21:24.401839Z,2026-05-21T01:21:24.401839Z,charge_only,10.732,10.732,0.0,10.732,TOU
research_20260521_1000-0084,user-005,EVSE-003,2026-05-21T13:11:58.819360Z,2026-05-21T14:26:58.819360Z,charge_only,9.311,9.311,0.0,9.311,TOU
research_20260521_1000-0085,user-003,EVSE-040,2026-05-21T05:46:16.124228Z,2026-05-21T06:46:16.124228Z,charge_only,11.175,11.175,0.0,11.175,TOU
research_20260521_1000-0086,user-008,EVSE-016,2026-05-21T09:39:41.746700Z,2026-05-21T09:59:41.746700Z,charge_only,7.473,7.473,0.0,7.473,TOU
research_20260521_1000-0087,user-002,EVSE-048,2026-05-21T11:25:10.934217Z,2026-05-21T12:05:10.934217Z,charge_only,4.648,4.648,0.0,4.648,TOU
research_20260521_1000-0088,user-006,EVSE-012,2026-05-21T18:11:46.720133Z,2026-05-21T18:31:46.720133Z,charge_only,7.148,7.148,0.0,7.148,TOU
research_20260521_1000-0089,user-008,EVSE-020,2026-05-21T08:49:18.022754Z,2026-05-21T09:19:18.022754Z,charge_only,3.751,3.751,0.0,3.751,TOU
research_20260521_1000-0090,user-009,EVSE-026,2026-05-21T12:37:18.260073Z,2026-05-21T12:57:18.260073Z,bidirectional,-0.003,3.668,3.671,-0.003,TOU
research_20260521_1000-0091,user-007,EVSE-012,2026-05-21T15:50:47.235306Z,2026-05-21T16:20:47.235306Z,charge_only,5.52,5.52,0.0,5.52,TOU
research_20260521_1000-0092,user-002,EVSE-041,2026-05-21T16:06:47.720178Z,2026-05-21T16:46:47.720178Z,discharge_only,-6.951,0.0,6.951,-6.951,TOU
research_20260521_1000-0093,user-002,EVSE-010,2026-05-21T07:52:29.712000Z,2026-05-21T08:52:29.712000Z,charge_only,10.954,10.954,0.0,10.954,TOU
research_20260521_1000-0094,user-006,EVSE-012,2026-05-21T13:19:43.645415Z,2026-05-21T13:39:43.645415Z,bidirectional,-0.052,3.693,3.745,-0.052,TOU
research_20260521_1000-0095,user-009,EVSE-029,2026-05-21T21:09:25.449990Z,2026-05-21T21:49:25.449990Z,discharge_only,-15.014,0.0,15.014,-15.014,TOU
research_20260521_1000-0096,user-006,EVSE-041,2026-05-21T07:57:18.642102Z,2026-05-21T08:17:18.642102Z,charge_only,7.402,7.402,0.0,7.402,TOU
research_20260521_1000-0097,user-004,EVSE-005,2026-05-21T21:04:14.283881Z,2026-05-21T21:34:14.283881Z,bidirectional,1.397,2.413,1.016,1.397,TOU
research_20260521_1000-0098,user-008,EVSE-010,2026-05-21T11:21:59.895423Z,2026-05-21T12:21:59.895423Z,bidirectional,12.288,17.4,5.112,12.288,TOU
research_20260521_1000-0099,user-004,EVSE-037,2026-05-21T15:40:43.605686Z,2026-05-21T16:55:43.605686Z,charge_only,13.43,13.43,0.0,13.43,TOU
research_20260521_1000-0100,user-002,EVSE-039,2026-05-21T22:53:32.100196Z,2026-05-22T00:08:32.100196Z,charge_only,13.486,13.486,0.0,13.486,TOU
research_20260521_1000-0101,user-006,EVSE-040,2026-05-21T06:21:45.141185Z,2026-05-21T07:01:45.141185Z,bidirectional,1.584,4.391,2.807,1.584,TOU
research_20260521_1000-0102,user-003,EVSE-042,2026-05-21T04:27:35.514068Z,2026-05-21T05:42:35.514068Z,discharge_only,-27.141,0.0,27.141,-27.141,TOU
research_20260521_1000-0103,user-001,EVSE-044,2026-05-21T03:39:04.307630Z,2026-05-21T04:39:04.307630Z,charge_only,7.046,7.046,0.0,7.046,TOU
research_20260521_1000-0104,user-002,EVSE-030,2026-05-21T14:31:46.719220Z,2026-05-21T15:11:46.719220Z,charge_only,14.521,14.521,0.0,14.521,TOU
research_20260521_1000-0105,user-003,EVSE-050,2026-05-21T16:06:43.750764Z,2026-05-21T17:21:43.750764Z,bidirectional,4.614,9.056,4.442,4.614,TOU
research_20260521_1000-0106,user-001,EVSE-008,2026-05-21T09:58:43.588863Z,2026-05-21T10:28:43.588863Z,charge_only,11.404,11.404,0.0,11.404,TOU
research_20260521_1000-0107,user-007,EVSE-036,2026-05-21T20:20:56.339298Z,2026-05-21T20:50:56.339298Z,charge_only,5.333,5.333,0.0,5.333,TOU
research_20260521_1000-0108,user-009,EVSE-040,2026-05-21T14:56:22.339338Z,2026-05-21T15:26:22.339338Z,charge_only,5.206,5.206,0.0,5.206,TOU
research_20260521_1000-0109,user-005,EVSE-047,2026-05-21T10:35:21.313370Z,2026-05-21T11:05:21.313370Z,charge_only,4.92,4.92,0.0,4.92,TOU
research_20260521_1000-0110,user-009,EVSE-009,2026-05-21T14:52:14.422384Z,2026-05-21T15:52:14.422384Z,charge_only,11.379,11.379,0.0,11.379,TOU
research_20260521_1000-0111,user-004,EVSE-021,2026-05-21T18:09:51.625481Z,2026-05-21T19:24:51.625481Z,charge_only,8.987,8.987,0.0,8.987,TOU
research_20260521_1000-0112,user-002,EVSE-003,2026-05-21T08:19:41.389692Z,2026-05-21T08:49:41.389692Z,charge_only,10.926,10.926,0.0,10.926,TOU
research_20260521_1000-0113,user-008,EVSE-008,2026-05-21T19:30:42.675002Z,2026-05-21T20:10:42.675002Z,bidirectional,3.819,4.352,0.533,3.819,TOU
research_20260521_1000-0114,user-005,EVSE-041,2026-05-21T06:44:13.117813Z,2026-05-21T07:04:13.117813Z,discharge_only,-7.844,0.0,7.844,-7.844,TOU
research_20260521_1000-0115,user-009,EVSE-008,2026-05-21T16:06:47.136685Z,2026-05-21T17:06:47.136685Z,bidirectional,13.706,17.917,4.211,13.706,TOU
research_20260521_1000-0116,user-009,EVSE-031,2026-05-21T01:49:43.640395Z,2026-05-21T02:29:43.640395Z,bidirectional,3.006,8.652,5.646,3.006,TOU
research_20260521_1000-0117,user-004,EVSE-004,2026-05-21T05:41:55.328834Z,2026-05-21T06:56:55.328834Z,charge_only,9.065,9.065,0.0,9.065,TOU
research_20260521_1000-0118,user-008,EVSE-012,2026-05-21T10:26:58.073607Z,2026-05-21T11:41:58.073607Z,charge_only,13.636,13.636,0.0,13.636,TOU
research_20260521_1000-0119,user-007,EVSE-001,2026-05-21T14:59:46.576457Z,2026-05-21T15:59:46.576457Z,charge_only,10.489,10.489,0.0,10.489,TOU
research_20260521_1000-0120,user-008,EVSE-046,2026-05-21T07:49:09.612288Z,2026-05-21T09:04:09.612288Z,charge_only,14.166,14.166,0.0,14.166,TOU
research_20260521_1000-0121,user-001,EVSE-044,2026-05-21T14:19:44.273690Z,2026-05-21T14:49:44.273690Z,bidirectional,7.276,8.958,1.682,7.276,TOU
research_20260521_1000-0122,user-003,EVSE-020,2026-05-21T00:19:35.903553Z,2026-05-21T01:34:35.903553Z,discharge_only,-9.04,0.0,9.04,-9.04,TOU
research_20260521_1000-0123,user-008,EVSE-025,2026-05-21T18:12:00.348469Z,2026-05-21T18:42:00.348469Z,charge_only,5.724,5.724,0.0,5.724,TOU
research_20260521_1000-0124,user-002,EVSE-043,2026-05-21T01:50:59.664570Z,2026-05-21T02:30:59.664570Z,charge_only,4.771,4.771,0.0,4.771,TOU
research_20260521_1000-0125,user-006,EVSE-016,2026-05-21T16:42:24.554585Z,2026-05-21T17:02:24.554585Z,charge_only,2.49,2.49,0.0,2.49,TOU
research_20260521_1000-0126,user-007,EVSE-017,2026-05-21T02:01:13.073891Z,2026-05-21T03:16:13.073891Z,charge_only,13.86,13.86,0.0,13.86,TOU
research_20260521_1000-0127,user-007,EVSE-042,2026-05-21T16:53:55.386359Z,2026-05-21T17:23:55.386359Z,bidirectional,0.093,2.761,2.668,0.093,TOU
research_20260521_1000-0128,user-006,EVSE-040,2026-05-21T19:55:15.442582Z,2026-05-21T21:10:15.442582Z,bidirectional,11.702,12.563,0.861,11.702,TOU
research_20260521_1000-0129,user-001,EVSE-037,2026-05-21T23:49:28.692356Z,2026-05-22T01:04:28.692356Z,bidirectional,4.61,9.073,4.463,4.61,TOU
research_20260521_1000-0130,user-005,EVSE-031,2026-05-21T07:33:58.803559Z,2026-05-21T07:53:58.803559Z,charge_only,7.255,7.255,0.0,7.255,TOU
research_20260521_1000-0131,user-003,EVSE-035,2026-05-21T21:59:55.919015Z,2026-05-21T22:59:55.919015Z,charge_only,22.393,22.393,0.0,22.393,TOU
research_20260521_1000-0132,user-006,EVSE-035,2026-05-21T23:36:27.140575Z,2026-05-22T00:06:27.140575Z,bidirectional,0.403,5.757,5.354,0.403,TOU
research_20260521_1000-0133,user-003,EVSE-039,2026-05-21T05:00:40.965436Z,2026-05-21T05:20:40.965436Z,charge_only,7.139,7.139,0.0,7.139,TOU
research_20260521_1000-0134,user-007,EVSE-050,2026-05-21T00:43:45.266450Z,2026-05-21T01:23:45.266450Z,charge_only,4.809,4.809,0.0,4.809,TOU
research_20260521_1000-0135,user-002,EVSE-024,2026-05-21T22:00:51.915964Z,2026-05-21T22:30:51.915964Z,charge_only,5.342,5.342,0.0,5.342,TOU
research_20260521_1000-0136,user-002,EVSE-016,2026-05-21T19:29:09.349903Z,2026-05-21T20:29:09.349903Z,charge_only,22.083,22.083,0.0,22.083,TOU
research_20260521_1000-0137,user-007,EVSE-040,2026-05-21T19:54:55.049211Z,2026-05-21T20:34:55.049211Z,bidirectional,3.921,5.675,1.754,3.921,TOU
research_20260521_1000-0138,user-005,EVSE-026,2026-05-21T23:49:15.299282Z,2026-05-22T00:49:15.299282Z,charge_only,10.41,10.41,0.0,10.41,TOU
research_20260521_1000-0139,user-008,EVSE-044,2026-05-21T00:45:25.269414Z,2026-05-21T01:15:25.269414Z,discharge_only,-5.531,0.0,5.531,-5.531,TOU
research_20260521_1000-0140,user-008,EVSE-020,2026-05-21T01:21:06.967308Z,2026-05-21T01:51:06.967308Z,charge_only,5.361,5.361,0.0,5.361,TOU
research_20260521_1000-0141,user-007,EVSE-045,2026-05-21T05:02:43.767658Z,2026-05-21T05:22:43.767658Z,charge_only,3.336,3.336,0.0,3.336,TOU
research_20260521_1000-0142,user-006,EVSE-033,2026-05-21T07:08:38.797598Z,2026-05-21T08:23:38.797598Z,charge_only,28.076,28.076,0.0,28.076,TOU
research_20260521_1000-0143,user-010,EVSE-047,2026-05-21T18:40:42.857994Z,2026-05-21T19:20:42.857994Z,charge_only,7.54,7.54,0.0,7.54,TOU
research_20260521_1000-0144,user-008,EVSE-030,2026-05-21T05:09:39.072214Z,2026-05-21T06:24:39.072214Z,discharge_only,-14.335,0.0,14.335,-14.335,TOU
research_20260521_1000-0145,user-003,EVSE-008,2026-05-21T19:30:36.169655Z,2026-05-21T20:30:36.169655Z,bidirectional,1.886,6.447,4.561,1.886,TOU
research_20260521_1000-0146,user-009,EVSE-038,2026-05-21T00:48:04.823044Z,2026-05-21T01:28:04.823044Z,discharge_only,-15.284,0.0,15.284,-15.284,TOU
research_20260521_1000-0147,user-002,EVSE-028,2026-05-21T18:15:27.316436Z,2026-05-21T18:35:27.316436Z,discharge_only,-2.292,0.0,2.292,-2.292,TOU
research_20260521_1000-0148,user-003,EVSE-011,2026-05-21T10:39:55.553448Z,2026-05-21T11:39:55.553448Z,bidirectional,5.654,8.14,2.486,5.654,TOU
research_20260521_1000-0149,user-004,EVSE-024,2026-05-21T16:58:23.431814Z,2026-05-21T17:38:23.431814Z,charge_only,4.762,4.762,0.0,4.762,TOU
research_20260521_1000-0150,user-008,EVSE-045,2026-05-21T10:52:15.077064Z,2026-05-21T11:52:15.077064Z,charge_only,7.659,7.659,0.0,7.659,TOU
research_20260521_1000-0151,user-007,EVSE-019,2026-05-21T19:59:59.188232Z,2026-05-21T20:29:59.188232Z,charge_only,3.635,3.635,0.0,3.635,TOU
research_20260521_1000-0152,user-009,EVSE-009,2026-05-21T00:19:53.810685Z,2026-05-21T00:39:53.810685Z,charge_only,2.565,2.565,0.0,2.565,TOU
research_20260521_1000-0153,user-003,EVSE-050,2026-05-21T06:54:35.485060Z,2026-05-21T07:24:35.485060Z,discharge_only,-11.386,0.0,11.386,-11.386,TOU
research_20260521_1000-0154,user-005,EVSE-005,2026-05-21T07:18:37.607601Z,2026-05-21T07:58:37.607601Z,charge_only,7.129,7.129,0.0,7.129,TOU
research_20260521_1000-0155,user-007,EVSE-011,2026-05-21T04:11:13.163244Z,2026-05-21T05:11:13.163244Z,discharge_only,-11.063,0.0,11.063,-11.063,TOU
research_20260521_1000-0156,user-007,EVSE-042,2026-05-21T19:07:39.706967Z,2026-05-21T19:37:39.706967Z,discharge_only,-11.517,0.0,11.517,-11.517,TOU
research_20260521_1000-0157,user-005,EVSE-001,2026-05-21T06:33:34.605396Z,2026-05-21T07:03:34.605396Z,charge_only,5.541,5.541,0.0,5.541,TOU
research_20260521_1000-0158,user-002,EVSE-001,2026-05-21T00:16:03.415822Z,2026-05-21T01:16:03.415822Z,bidirectional,19.256,21.217,1.961,19.256,TOU
research_20260521_1000-0159,user-006,EVSE-023,2026-05-21T06:38:41.872922Z,2026-05-21T07:08:41.872922Z,charge_only,5.667,5.667,0.0,5.667,TOU
research_20260521_1000-0160,user-003,EVSE-043,2026-05-21T18:02:11.257203Z,2026-05-21T18:22:11.257203Z,charge_only,2.37,2.37,0.0,2.37,TOU
research_20260521_1000-0161,user-010,EVSE-037,2026-05-21T11:45:17.250288Z,2026-05-21T12:45:17.250288Z,charge_only,11.284,11.284,0.0,11.284,TOU
research_20260521_1000-0162,user-003,EVSE-026,2026-05-21T05:40:40.478966Z,2026-05-21T06:00:40.478966Z,charge_only,2.629,2.629,0.0,2.629,TOU
research_20260521_1000-0163,user-009,EVSE-042,2026-05-21T05:34:21.695942Z,2026-05-21T06:34:21.695942Z,discharge_only,-22.35,0.0,22.35,-22.35,TOU
research_20260521_1000-0164,user-004,EVSE-009,2026-05-21T22:35:36.926436Z,2026-05-21T22:55:36.926436Z,bidirectional,1.659,2.508,0.849,1.659,TOU
research_20260521_1000-0165,user-006,EVSE-017,2026-05-21T11:25:52.336660Z,2026-05-21T12:05:52.336660Z,discharge_only,-4.599,0.0,4.599,-4.599,TOU
research_20260521_1000-0166,user-002,EVSE-003,2026-05-21T12:04:32.850044Z,2026-05-21T13:19:32.850044Z,bidirectional,8.51,11.654,3.144,8.51,TOU
research_20260521_1000-0167,user-007,EVSE-015,2026-05-21T18:35:41.876886Z,2026-05-21T19:05:41.876886Z,charge_only,5.48,5.48,0.0,5.48,TOU
research_20260521_1000-0168,user-007,EVSE-047,2026-05-21T22:19:44.755776Z,2026-05-21T23:19:44.755776Z,charge_only,11.172,11.172,0.0,11.172,TOU
research_20260521_1000-0169,user-004,EVSE-006,2026-05-21T20:22:11.065045Z,2026-05-21T21:22:11.065045Z,bidirectional,3.554,5.292,1.738,3.554,TOU
research_20260521_1000-0170,user-009,EVSE-016,2026-05-21T14:04:11.892178Z,2026-05-21T14:44:11.892178Z,charge_only,7.666,7.666,0.0,7.666,TOU
research_20260521_1000-0171,user-007,EVSE-008,2026-05-21T07:09:57.307614Z,2026-05-21T07:49:57.307614Z,charge_only,7.806,7.806,0.0,7.806,TOU
research_20260521_1000-0172,user-004,EVSE-020,2026-05-21T13:08:14.364554Z,2026-05-21T14:08:14.364554Z,charge_only,10.922,10.922,0.0,10.922,TOU
research_20260521_1000-0173,user-001,EVSE-038,2026-05-21T01:07:58.853170Z,2026-05-21T02:07:58.853170Z,charge_only,22.147,22.147,0.0,22.147,TOU
research_20260521_1000-0174,user-002,EVSE-022,2026-05-21T23:27:36.464211Z,2026-05-21T23:47:36.464211Z,charge_only,2.411,2.411,0.0,2.411,TOU
research_20260521_1000-0175,user-001,EVSE-009,2026-05-21T19:57:05.732366Z,2026-05-21T21:12:05.732366Z,charge_only,14.155,14.155,0.0,14.155,TOU
research_20260521_1000-0176,user-009,EVSE-034,2026-05-21T18:00:13.633956Z,2026-05-21T19:15:13.633956Z,charge_only,9.187,9.187,0.0,9.187,TOU
research_20260521_1000-0177,user-004,EVSE-015,2026-05-21T00:36:28.139946Z,2026-05-21T00:56:28.139946Z,charge_only,2.506,2.506,0.0,2.506,TOU
research_20260521_1000-0178,user-007,EVSE-013,2026-05-21T15:28:04.879574Z,2026-05-21T15:58:04.879574Z,bidirectional,1.287,2.304,1.017,1.287,TOU
research_20260521_1000-0179,user-008,EVSE-022,2026-05-21T10:58:20.434429Z,2026-05-21T11:28:20.434429Z,bidirectional,3.358,4.264,0.906,3.358,TOU
research_20260521_1000-0180,user-006,EVSE-043,2026-05-21T22:33:14.364810Z,2026-05-21T23:03:14.364810Z,charge_only,11.307,11.307,0.0,11.307,TOU
research_20260521_1000-0181,user-005,EVSE-040,2026-05-21T16:14:27.083142Z,2026-05-21T16:44:27.083142Z,charge_only,10.734,10.734,0.0,10.734,TOU
research_20260521_1000-0182,user-010,EVSE-041,2026-05-21T04:26:11.153971Z,2026-05-21T05:26:11.153971Z,charge_only,10.876,10.876,0.0,10.876,TOU
research_20260521_1000-0183,user-003,EVSE-043,2026-05-21T16:02:07.047979Z,2026-05-21T16:22:07.047979Z,discharge_only,-2.524,0.0,2.524,-2.524,TOU
research_20260521_1000-0184,user-008,EVSE-011,2026-05-21T23:42:35.418406Z,2026-05-22T00:12:35.418406Z,charge_only,3.567,3.567,0.0,3.567,TOU
research_20260521_1000-0185,user-007,EVSE-011,2026-05-21T15:33:13.626973Z,2026-05-21T16:33:13.626973Z,charge_only,7.109,7.109,0.0,7.109,TOU
research_20260521_1000-0186,user-002,EVSE-032,2026-05-21T15:52:21.069521Z,2026-05-21T17:07:21.069521Z,charge_only,13.236,13.236,0.0,13.236,TOU
research_20260521_1000-0187,user-007,EVSE-017,2026-05-21T21:52:48.909756Z,2026-05-21T23:07:48.909756Z,bidirectional,12.368,13.438,1.07,12.368,TOU
research_20260521_1000-0188,user-005,EVSE-025,2026-05-21T10:26:29.094804Z,2026-05-21T10:56:29.094804Z,charge_only,10.313,10.313,0.0,10.313,TOU
research_20260521_1000-0189,user-009,EVSE-011,2026-05-21T07:29:37.330642Z,2026-05-21T08:29:37.330642Z,charge_only,21.195,21.195,0.0,21.195,TOU
research_20260521_1000-0190,user-003,EVSE-047,2026-05-21T22:57:32.802185Z,2026-05-21T23:17:32.802185Z,discharge_only,-7.536,0.0,7.536,-7.536,TOU
research_20260521_1000-0191,user-007,EVSE-023,2026-05-21T10:37:50.132777Z,2026-05-21T11:52:50.132777Z,charge_only,13.665,13.665,0.0,13.665,TOU
research_20260521_1000-0192,user-008,EVSE-020,2026-05-21T10:15:17.192081Z,2026-05-21T11:15:17.192081Z,bidirectional,2.242,4.633,2.391,2.242,TOU
research_20260521_1000-0193,user-002,EVSE-029,2026-05-21T00:38:36.290072Z,2026-05-21T01:08:36.290072Z,discharge_only,-3.608,0.0,3.608,-3.608,TOU
research_20260521_1000-0194,user-008,EVSE-013,2026-05-21T05:45:19.779292Z,2026-05-21T06:25:19.779292Z,charge_only,4.835,4.835,0.0,4.835,TOU
research_20260521_1000-0195,user-008,EVSE-038,2026-05-21T22:46:11.678062Z,2026-05-21T23:26:11.678062Z,bidirectional,3.866,9.259,5.393,3.866,TOU
research_20260521_1000-0196,user-005,EVSE-015,2026-05-21T06:00:29.757981Z,2026-05-21T06:20:29.757981Z,bidirectional,1.651,2.734,1.083,1.651,TOU
research_20260521_1000-0197,user-007,EVSE-020,2026-05-21T11:39:52.501403Z,2026-05-21T11:59:52.501403Z,charge_only,3.626,3.626,0.0,3.626,TOU
research_20260521_1000-0198,user-005,EVSE-044,2026-05-21T13:48:43.092423Z,2026-05-21T14:48:43.092423Z,charge_only,11.075,11.075,0.0,11.075,TOU
research_20260521_1000-0199,user-005,EVSE-026,2026-05-21T08:36:32.613979Z,2026-05-21T09:16:32.613979Z,charge_only,7.661,7.661,0.0,7.661,TOU
research_20260521_1000-0200,user-001,EVSE-041,2026-05-21T08:15:13.390712Z,2026-05-21T08:55:13.390712Z,charge_only,6.683,6.683,0.0,6.683,TOU
research_20260521_1000-0201,user-006,EVSE-012,2026-05-21T11:48:27.996476Z,2026-05-21T12:18:27.996476Z,charge_only,11.151,11.151,0.0,11.151,TOU
research_20260521_1000-0202,user-002,EVSE-004,2026-05-21T18:38:57.296605Z,2026-05-21T19:08:57.296605Z,charge_only,10.475,10.475,0.0,10.475,TOU
research_20260521_1000-0203,user-010,EVSE-037,2026-05-21T22:16:26.960288Z,2026-05-21T22:46:26.960288Z,bidirectional,0.261,5.612,5.351,0.261,TOU
research_20260521_1000-0204,user-003,EVSE-011,2026-05-21T16:23:24.469259Z,2026-05-21T16:53:24.469259Z,charge_only,3.521,3.521,0.0,3.521,TOU
research_20260521_1000-0205,user-002,EVSE-015,2026-05-21T20:52:39.325266Z,2026-05-21T21:52:39.325266Z,discharge_only,-22.245,0.0,22.245,-22.245,TOU
research_20260521_1000-0206,user-003,EVSE-026,2026-05-21T21:31:06.009503Z,2026-05-21T22:46:06.009503Z,discharge_only,-28.441,0.0,28.441,-28.441,TOU
